enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,training_hours,target
25911,city_136,872.75,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,50,stay
27313,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,280,switch
18466,city_50,871.9999999999999,Male,Has relevent experience,no_enrollment,High School,,14,,Pvt Ltd,14,stay
14141,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,18,stay
23201,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,174,stay
2843,city_105,795.5,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,55,stay
3552,city_114,894.5,Male,Has relevent experience,no_enrollment,High School,,16,<10,Pvt Ltd,66,stay
24651,city_150,723.5,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,<10,Funded Startup,80,switch
3082,city_83,892.25,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,37,stay
3886,city_160,890.0,Male,No relevent experience,Full time course,High School,,5,,Pvt Ltd,212,stay
15821,city_24,723.5,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Public Sector,45,stay
10670,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,78,switch
20377,city_21,668.0,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,,29,stay
791,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,77,stay
11351,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Pvt Ltd,22,stay
15778,city_61,884.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,15,stay
6870,city_21,668.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,36,switch
24090,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,15,switch
17690,city_103,890.0,Female,Has relevent experience,no_enrollment,Masters,Arts,<1,1000-4999,Pvt Ltd,73,stay
12791,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,100-500,Pvt Ltd,23,stay
6013,city_160,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,55,stay
30581,city_61,884.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,18,stay
9421,city_76,723.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,62,stay
14714,city_21,668.0,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,109,switch
3154,city_67,841.25,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,98,stay
6688,city_73,765.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,82,stay
17332,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,19,stay
21524,city_21,668.0,Male,No relevent experience,no_enrollment,Graduate,Other,4,10000+,Pvt Ltd,102,switch
1524,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,23,stay
31520,city_67,841.25,Male,No relevent experience,Full time course,High School,,2,10000+,Pvt Ltd,7,stay
12188,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Early Stage Startup,103,switch
31178,city_102,803.0,Male,Has relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,79,stay
4712,city_67,841.25,Female,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Early Stage Startup,48,stay
23483,city_23,874.25,Male,Has relevent experience,Part time course,,,2,500-999,Pvt Ltd,52,stay
30227,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,99,stay
8907,city_75,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,9,stay
25015,city_100,865.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,13,stay
1990,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Early Stage Startup,24,stay
26949,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,174,stay
31589,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,54,stay
31374,city_57,849.5,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,44,stay
7705,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,21,stay
558,city_173,858.5,Male,No relevent experience,no_enrollment,Primary School,,3,10/49,Pvt Ltd,88,stay
33065,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,102,switch
20620,city_104,893.0,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,1000-4999,Pvt Ltd,70,stay
7892,city_21,668.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,114,switch
19768,city_21,668.0,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,64,switch
33180,city_16,882.5,Male,No relevent experience,no_enrollment,High School,,>20,5000-9999,Pvt Ltd,89,stay
13215,city_103,890.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,20,switch
2386,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,16,stay
18582,city_83,892.25,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,170,stay
5697,city_61,884.75,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,,9,stay
1815,city_27,836.0,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,17,switch
3907,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,58,stay
372,city_45,867.5,Male,No relevent experience,Part time course,Graduate,No Major,3,<10,Pvt Ltd,24,stay
10580,city_114,894.5,Male,Has relevent experience,no_enrollment,Phd,STEM,16,100-500,Public Sector,28,stay
33376,city_16,882.5,Female,Has relevent experience,no_enrollment,Masters,Business Degree,8,1000-4999,Public Sector,74,stay
20568,city_64,699.5,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,160,stay
9059,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,26,stay
27233,city_21,668.0,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,3,switch
30763,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,17,switch
3074,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,20,stay
26667,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,17,switch
16761,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,60,stay
20533,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,65,stay
24856,city_160,890.0,Female,Has relevent experience,Part time course,Graduate,STEM,14,1000-4999,Pvt Ltd,39,stay
13444,city_114,894.5,Other,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,139,stay
4296,city_71,863.0,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Funded Startup,58,stay
32407,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,242,stay
26286,city_103,890.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Early Stage Startup,124,stay
2526,city_57,849.5,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,72,stay
26269,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,47,stay
8862,city_89,893.75,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,162,switch
4104,city_41,820.25,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,96,stay
30230,city_160,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,258,switch
396,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,12,stay
26319,city_73,765.5,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Public Sector,47,stay
12918,city_114,894.5,Male,No relevent experience,Full time course,Graduate,STEM,8,5000-9999,Public Sector,31,stay
20788,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,24,switch
19380,city_103,890.0,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,44,switch
4780,city_138,827.0,Other,No relevent experience,no_enrollment,Primary School,,<1,,Pvt Ltd,8,stay
29233,city_103,890.0,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,5,stay
25771,city_114,894.5,Male,No relevent experience,Full time course,Masters,Other,8,10000+,Public Sector,134,stay
6514,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,19,stay
901,city_71,863.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,11,stay
2474,city_23,874.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,81,stay
10054,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Funded Startup,52,stay
16767,city_69,842.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,124,stay
17256,city_64,699.5,Male,Has relevent experience,no_enrollment,High School,,6,10/49,Early Stage Startup,19,stay
20557,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,29,switch
18784,city_16,882.5,Male,No relevent experience,Full time course,Masters,STEM,11,5000-9999,NGO,90,stay
19549,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,56,switch
30597,city_9,757.25,Male,Has relevent experience,no_enrollment,Primary School,,3,<10,Other,4,stay
2206,city_136,872.75,Male,Has relevent experience,no_enrollment,Phd,STEM,11,100-500,Pvt Ltd,200,stay
10901,city_103,890.0,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,162,stay
33168,city_21,668.0,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,29,switch
28497,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,46,switch
931,city_105,795.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,6,stay
5579,city_89,893.75,Male,No relevent experience,no_enrollment,High School,,11,,Pvt Ltd,35,stay
22350,city_102,803.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,,210,stay
30250,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,154,stay
6004,city_71,863.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,10,switch
9675,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,100-500,Pvt Ltd,154,stay
11141,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,49,stay
12143,city_104,893.0,Male,No relevent experience,Full time course,Masters,STEM,>20,500-999,NGO,24,stay
33190,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,10,stay
4673,city_10,871.25,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,18,stay
18736,city_90,723.5,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Funded Startup,37,stay
18353,city_162,775.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,37,stay
26857,city_97,893.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,46,stay
11590,city_136,872.75,Male,No relevent experience,Part time course,Graduate,Arts,2,1000-4999,Pvt Ltd,40,stay
8262,city_114,894.5,Female,No relevent experience,Full time course,Graduate,STEM,8,,Public Sector,146,switch
764,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,56,stay
7149,city_136,872.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,61,stay
6119,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,35,stay
29411,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,36,stay
4096,city_73,765.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,124,stay
16139,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,10/49,Pvt Ltd,11,stay
3935,city_162,775.25,Male,No relevent experience,no_enrollment,High School,,8,,Pvt Ltd,65,stay
18954,city_150,723.5,Male,No relevent experience,no_enrollment,Graduate,STEM,1,500-999,Public Sector,165,stay
20256,city_65,801.5,Male,No relevent experience,no_enrollment,Masters,Business Degree,3,1000-4999,Pvt Ltd,34,stay
30850,city_16,882.5,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,65,stay
27518,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,6,stay
26297,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,54,switch
1160,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,10000+,Pvt Ltd,45,stay
8824,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Funded Startup,13,switch
29439,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Other,12,500-999,Funded Startup,121,stay
5068,city_67,841.25,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,55,stay
30554,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,118,stay
12255,city_75,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,40,stay
14554,city_21,668.0,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,100,switch
24931,city_10,871.25,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,83,stay
23149,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,19,stay
23158,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,10000+,,94,stay
23067,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,41,stay
15333,city_115,791.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,10,stay
2289,city_102,803.0,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,28,stay
19025,city_103,890.0,Male,No relevent experience,no_enrollment,Phd,STEM,7,10000+,Public Sector,6,switch
22223,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,NGO,12,stay
4860,city_57,849.5,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,61,stay
17844,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,97,stay
7302,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,15,stay
33278,city_21,668.0,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,236,stay
26167,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Early Stage Startup,83,stay
17057,city_103,890.0,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,4,stay
12195,city_173,858.5,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,77,stay
380,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,110,stay
30615,city_14,723.5,Male,No relevent experience,Full time course,High School,,7,,Pvt Ltd,6,stay
10920,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,106,stay
21542,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,59,stay
13298,city_114,894.5,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,140,stay
22627,city_16,882.5,Male,Has relevent experience,no_enrollment,High School,,1,10/49,Pvt Ltd,140,stay
9349,city_136,872.75,Male,Has relevent experience,no_enrollment,Phd,STEM,14,50-99,Pvt Ltd,8,stay
2267,city_10,871.25,Male,Has relevent experience,Part time course,High School,,13,50-99,Pvt Ltd,172,stay
29532,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,33,stay
27849,city_71,863.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,134,switch
21743,city_100,865.25,Male,Has relevent experience,no_enrollment,High School,,<1,500-999,Pvt Ltd,45,stay
17530,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,72,stay
31134,city_16,882.5,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,278,stay
10383,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,66,stay
30363,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,94,stay
12004,city_45,867.5,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Funded Startup,108,stay
5215,city_115,791.75,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,130,stay
10405,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,35,stay
25798,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,12,stay
19855,city_64,699.5,Male,Has relevent experience,Part time course,,,5,50-99,Pvt Ltd,116,stay
20316,city_149,716.75,Male,Has relevent experience,Full time course,Masters,STEM,10,5000-9999,Pvt Ltd,9,stay
19993,city_73,765.5,Male,No relevent experience,no_enrollment,High School,,6,100-500,Public Sector,100,stay
23720,city_65,801.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,90,stay
10094,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,24,stay
20008,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,146,stay
5869,city_64,699.5,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,54,stay
28110,city_103,890.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,57,stay
25514,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,10/49,Funded Startup,75,stay
21289,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,10/49,Pvt Ltd,6,switch
8069,city_45,867.5,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,39,stay
26001,city_7,685.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,18,stay
1844,city_76,723.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,100,stay
5336,city_73,765.5,Male,Has relevent experience,Part time course,High School,,5,10/49,Funded Startup,57,stay
24731,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,100-500,Pvt Ltd,75,stay
4406,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,51,switch
19539,city_28,904.25,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,9,stay
6535,city_21,668.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,100,switch
32410,city_21,668.0,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,86,stay
6634,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,78,stay
21068,city_1,835.25,Male,Has relevent experience,no_enrollment,,,19,10/49,Pvt Ltd,30,stay
5975,city_11,612.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,7,switch
21561,city_21,668.0,Male,Has relevent experience,Full time course,Masters,STEM,13,50-99,,24,switch
18783,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,102,switch
8984,city_103,890.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,25,stay
17768,city_144,830.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,41,switch
29020,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,72,switch
26326,city_103,890.0,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,65,switch
12125,city_10,871.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,22,stay
16446,city_64,699.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,38,stay
21906,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,7,switch
25667,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Other,28,stay
596,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,60,stay
7660,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,27,stay
7690,city_21,668.0,Female,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,36,switch
3992,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,204,stay
17095,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,21,stay
19589,city_73,765.5,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,,222,stay
6190,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,16,stay
2982,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,61,stay
4378,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,113,stay
27057,city_99,886.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,112,stay
27729,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Other,172,stay
26044,city_99,886.25,Male,Has relevent experience,Full time course,High School,,10,10000+,Pvt Ltd,89,stay
23023,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,20,stay
25624,city_97,893.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,161,stay
6825,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,No Major,6,1000-4999,,19,stay
6247,city_114,894.5,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,18,stay
4960,city_150,723.5,Male,No relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,69,stay
13181,city_103,890.0,Male,No relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,70,stay
5613,city_75,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,8,stay
29715,city_71,863.0,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,47,stay
9788,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Funded Startup,26,stay
32069,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,102,stay
28389,city_114,894.5,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,23,stay
6567,city_67,841.25,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,56,stay
31745,city_165,877.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,36,stay
28499,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,38,stay
8790,city_160,890.0,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Public Sector,46,stay
11244,city_36,869.75,Male,Has relevent experience,no_enrollment,Masters,STEM,20,5000-9999,Public Sector,15,stay
8599,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,11,stay
101,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Funded Startup,12,stay
18902,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,10000+,Pvt Ltd,9,stay
10702,city_98,911.75,Female,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,152,stay
213,city_21,668.0,Female,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,22,switch
5420,city_90,723.5,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,8,stay
18125,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,Humanities,7,10000+,Pvt Ltd,20,stay
12421,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,48,switch
3489,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,43,stay
20972,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,37,stay
6848,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,22,switch
1415,city_16,882.5,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Early Stage Startup,26,stay
20686,city_136,872.75,Female,Has relevent experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,56,stay
31127,city_97,893.75,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,228,stay
28045,city_43,587.0,Male,No relevent experience,Full time course,,,5,50-99,Pvt Ltd,20,stay
1743,city_36,869.75,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,133,stay
4915,city_57,849.5,Female,Has relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,40,switch
25407,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,30,stay
27218,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,166,stay
20971,city_114,894.5,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,30,stay
25826,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,54,stay
5467,city_67,841.25,Male,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,52,stay
